date,vol,enb,dr,weight_min,weight_max,weight_hhi,n_nonzero,no_trade,strategy
2020-01-22,0.003316,16.000000,2.133469,0.030451,0.261779,0.113010,16,0,sample+risk_parity
2020-02-21,0.003190,16.000000,2.214930,0.029336,0.271661,0.117400,16,0,sample+risk_parity
2020-03-23,0.005555,16.000000,2.013225,0.020337,0.407426,0.203892,16,0,sample+risk_parity
2020-04-22,0.006178,16.000000,1.971553,0.019007,0.439036,0.229971,16,0,sample+risk_parity
2020-05-21,0.006275,16.000000,1.972110,0.018126,0.443882,0.233464,16,0,sample+risk_parity
2020-06-22,0.006295,16.000000,1.992195,0.017624,0.444858,0.235062,16,0,sample+risk_parity
2020-07-22,0.006144,16.000000,2.023907,0.016780,0.452339,0.241418,16,0,sample+risk_parity
2020-08-20,0.006138,16.000000,2.010174,0.016682,0.459089,0.246303,16,0,sample+risk_parity
2020-09-21,0.006043,16.000000,2.009080,0.016448,0.470228,0.255394,16,0,sample+risk_parity
2020-10-20,0.005971,16.000000,2.013782,0.016065,0.478604,0.262698,16,0,sample+risk_parity
2020-11-18,0.005965,16.000000,2.026670,0.015879,0.487190,0.269818,16,0,sample+risk_parity
2020-12-18,0.005817,16.000000,2.049140,0.015259,0.498624,0.279774,16,0,sample+risk_parity
2021-01-21,0.005797,16.000000,2.061565,0.015300,0.501037,0.281966,16,0,sample+risk_parity
2021-02-22,0.005869,16.000000,2.037765,0.015390,0.501610,0.282307,16,0,sample+risk_parity
2021-03-23,0.005026,16.000000,1.895416,0.019092,0.432204,0.232604,16,0,sample+risk_parity
2021-04-22,0.004629,16.000000,1.892744,0.020753,0.358941,0.175167,16,0,sample+risk_parity
2021-05-21,0.004624,16.000000,1.860267,0.023514,0.339150,0.162766,16,0,sample+risk_parity
2021-06-22,0.004600,16.000000,1.831570,0.025991,0.314712,0.145415,16,0,sample+risk_parity
2021-07-22,0.004594,16.000000,1.831989,0.027498,0.307428,0.138931,16,0,sample+risk_parity
2021-08-20,0.004551,16.000000,1.839623,0.027558,0.299063,0.135224,16,0,sample+risk_parity
